"manufacturer","model","year","price","odometer","condition","type","size","paint_color","fuel","transmission","cylinders"
"toyota","tacoma double cab sr5",2015,26950,61000,"excellent","truck","mid-size","grey","gas","automatic","4 cylinders"
"toyota","highlander",2003,7950,123289,NA,"other",NA,NA,"gas","automatic",NA
"chevrolet","traverse",2017,0,37413,"excellent","SUV","full-size",NA,"gas","automatic","6 cylinders"
"jeep","cherokee sport",2001,4995,136000,"good",NA,NA,"blue","gas","automatic","6 cylinders"
"chrysler","town & country",2014,15995,57606,"like new","mini-van","full-size","silver","gas","automatic","6 cylinders"
"mini","cooper 2h",2002,2500,74000,"fair","coupe","compact","blue","gas","manual","4 cylinders"
"hyundai","accent",2012,7300,65000,NA,NA,NA,NA,"gas","automatic",NA
"jeep","grand cherokee",2015,24799,85484,NA,"SUV","mid-size","grey","gas","automatic","6 cylinders"
"nissan","altima",2012,5495,125523,"excellent","other",NA,"red","gas","automatic","4 cylinders"
"volvo","s80 t6 platinum",2017,9995,111258,"excellent","sedan","full-size","blue","gas","automatic","6 cylinders"
"ram","1500",2017,99,31132,NA,NA,"full-size","white","other","automatic",NA
"buick","encore",2018,18490,19942,NA,"SUV","compact","white","gas","automatic","4 cylinders"
"chevrolet","silverado 3500 crewcab",2018,33995,176107,NA,NA,NA,"white","diesel","automatic",NA
"nissan","versa note sv",2019,14999,30781,NA,"hatchback",NA,"red","gas","automatic","4 cylinders"
"buick","enclave",2013,8495,203257,NA,NA,NA,NA,"gas","automatic",NA
"nissan","juke",2013,10987,94881,"excellent","wagon",NA,NA,"gas","automatic","4 cylinders"
NA,"olet Express Cargo Van",NA,23900,15159,NA,"van",NA,"white",NA,"automatic","8 cylinders"
"ford","f-750",2006,23990,38178,"good",NA,NA,"white","diesel","automatic","6 cylinders"
"nissan","maxima 3.5 sv",2010,9500,76000,"excellent","sedan","full-size","black","gas","automatic","6 cylinders"
"saturn","vue xe",2008,4990,118453,"excellent","SUV","mid-size","white","gas","automatic","4 cylinders"
"toyota","sienna xle limited awd",2013,19500,101000,"excellent","mini-van","mid-size","black","gas","automatic","6 cylinders"
"lexus","ls",2007,10995,103881,NA,"sedan",NA,NA,"gas","automatic",NA
"ram","1500 rebel",2019,45800,20000,NA,"truck",NA,"white","gas","automatic",NA
"dodge","charger",2013,9995,127460,NA,"sedan","full-size",NA,"other","automatic",NA
"ford","mustang gt coupe 2d",2018,33990,17994,"good","coupe",NA,"black","gas","automatic","8 cylinders"
"mazda","6",2007,3350,144000,"excellent","sedan","mid-size","silver","gas","automatic","4 cylinders"
"honda","pilot",2009,13998,112821,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","k2500",2017,29900,120000,"excellent","truck","full-size","silver","gas","automatic","8 cylinders"
"jeep","wrangler",2012,29777,61985,"excellent","SUV",NA,"black","gas","automatic",NA
"gmc","terrain",2012,8500,131350,"excellent","SUV",NA,"black","gas","automatic","4 cylinders"
"ford","super duty f-250 srw",2015,29999,43695,NA,"other",NA,"white","gas","automatic",NA
"chevrolet","equinox",2018,17900,111773,"excellent","SUV","mid-size","silver","gas","automatic",NA
"ford","ranger xlt extended cab",2011,11495,115889,"excellent","truck","mid-size","grey","gas","automatic","6 cylinders"
"tesla","model s",2015,47995,63027,"excellent","sedan",NA,"blue","gas","automatic",NA
"mini","countryman",2012,10500,122503,NA,"other",NA,"green","gas","automatic","4 cylinders"
"ram","crew cab",2012,49950,214841,NA,"pickup",NA,"white","gas",NA,NA
"kia","soul",2014,9995,106879,"excellent",NA,NA,"white","gas","automatic",NA
"dodge","caliber",2010,3500,141000,"excellent","sedan","compact","black","gas","automatic","4 cylinders"
"mazda","cx-5",2016,16500,39000,"excellent","SUV","compact","white","gas","automatic","4 cylinders"
"hyundai","elantra",2017,11999,51636,NA,"sedan",NA,NA,"gas","automatic",NA
"toyota","corolla s",2007,3999,158500,NA,"sedan","compact","silver","gas","manual","4 cylinders"
"ford","mustang",2019,24500,22000,"like new",NA,NA,NA,"gas","automatic",NA
"hyundai","ioniq hybrid",2017,17977,46496,"excellent","hatchback","full-size","black","hybrid","automatic","4 cylinders"
"volkswagen","jetta sportwagen",2014,9995,92588,NA,"wagon",NA,"silver","diesel","automatic","4 cylinders"
"chevrolet","malibu",2011,5400,154389,"good","sedan",NA,"silver","gas","automatic","4 cylinders"
"jeep","grand cherokee",2009,0,136581,NA,"SUV",NA,"silver","gas","automatic","6 cylinders"
"ford","escape",2014,13998,86750,NA,NA,NA,"red","gas","automatic",NA
"chrysler","town and country",2010,6995,120113,"good","mini-van",NA,"black","gas","automatic",NA
"buick","rendezvous",2007,3995,142119,NA,NA,NA,NA,"gas","automatic",NA
"ford","mustang",2003,0,11414,NA,"coupe","sub-compact","yellow","gas","automatic",NA
"subaru","wrx limited awd",2015,16900,64307,"like new","sedan","mid-size","white","gas","manual","4 cylinders"
"chevrolet","tahoe z71",2005,7995,198509,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"subaru","impreza",2014,8587,130975,NA,"sedan",NA,"blue","gas","automatic","4 cylinders"
"chevrolet","silverado",2004,10000,175000,"good","pickup",NA,NA,"diesel","automatic",NA
"mercedes-benz","s-class s 550",2014,34850,75771,"good","sedan",NA,"black","gas","automatic","8 cylinders"
"toyota","tacoma",2012,22590,105642,"excellent","truck","full-size","black","gas","manual","6 cylinders"
"subaru","crosstrek",2019,16985,9061,"good","SUV","full-size","black","gas","automatic",NA
"toyota","sienna wheelchair handic",2019,29900,23810,NA,"van",NA,NA,"gas","automatic","6 cylinders"
"ford","f-150 fx4",2013,28721,96859,NA,"truck",NA,NA,"gas","automatic","6 cylinders"
"ford","f250 lariat",2001,17900,192000,"good","pickup","full-size","black","diesel","automatic","8 cylinders"
"nissan","altima",2020,386,30,NA,"sedan",NA,"white","gas","automatic",NA
"audi","a3 sedan",2017,27995,24897,NA,"sedan",NA,"white","gas","automatic","4 cylinders"
"subaru","forester",2012,4500,186000,"excellent",NA,NA,"custom","gas","automatic","4 cylinders"
"ford","escape",2018,0,22075,"good","other",NA,NA,"gas","automatic",NA
"volkswagen","tiguan",2020,23287,7066,NA,"SUV",NA,"black","gas","automatic",NA
"gmc","yukon xl",2012,14900,175318,"excellent","SUV",NA,NA,"gas","automatic",NA
"nissan","altima sr",2016,1000,15060,"like new","sedan","full-size","blue","gas","automatic",NA
"cadillac","dts",2007,1800,161000,NA,"sedan",NA,"black","gas","automatic","8 cylinders"
"nissan","frontier",2000,5500,142000,"like new","pickup",NA,"silver","gas","automatic","6 cylinders"
"chevrolet","express cargo",2013,14950,145216,NA,"van","full-size","white","gas","automatic","8 cylinders"
"cadillac","cts sedan",2014,16850,71721,"excellent","sedan",NA,"custom","gas","other",NA
"bmw","x3 xdrive35i sport activity",2011,9995,128000,"excellent","SUV","mid-size",NA,"gas","automatic","6 cylinders"
"gmc","yukon denali awd gas suv",2014,0,79229,NA,"SUV",NA,"black","gas","automatic",NA
"toyota","corolla",2019,248,37550,"like new","sedan","compact","silver","gas","automatic","4 cylinders"
NA,"LE LOW LOW MILES",2012,11900,55801,"excellent","sedan","full-size","grey","gas","automatic","4 cylinders"
"nissan","altima",2015,11395,74000,NA,"sedan",NA,"white","gas","automatic",NA
"chevrolet","trax",2016,11285,81920,NA,NA,NA,"white","gas","automatic","4 cylinders"
"hyundai","santa fe",2003,0,214198,"excellent","SUV","full-size","white","gas","automatic","6 cylinders"
"lexus","es",2014,17995,80967,NA,"sedan",NA,NA,"gas","automatic",NA
"chevrolet","silverado 1500",2015,23931,46780,NA,"truck",NA,NA,"gas","automatic",NA
"ford","f150 lariat supercrew",2017,40500,21000,"like new","truck","full-size","blue","gas","automatic","6 cylinders"
NA,"Porsche Panamera Turbo",2011,692,50607,NA,"hatchback",NA,NA,"gas","manual","8 cylinders"
"kia","optima",2016,0,22717,NA,"sedan","full-size","white","gas","automatic",NA
"chevrolet","silverado 1500",2015,0,15550,NA,NA,NA,NA,"gas","automatic",NA
"pontiac","g5",2007,2495,236836,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","silverado 1500",2011,1500,138000,"excellent","truck","full-size","blue","gas","automatic","8 cylinders"
"chevrolet","equinox",2018,13995,48000,"like new","SUV",NA,NA,"gas","automatic","4 cylinders"
NA,"HINO HINO 155 CREWCAB LANDSCAPE",2016,38995,71281,NA,"truck",NA,NA,"other","automatic",NA
"jeep","compass latitude sport",2018,19590,30552,"good","other",NA,"silver","other","other",NA
"jeep","lifted wrangler unlimited",2019,44999,20196,NA,"SUV",NA,"black","gas","automatic",NA
"mercedes-benz","glk-class glk 350",2014,19990,69333,"good","other",NA,"silver","gas","automatic","6 cylinders"
"ford","f-250",2018,52888,58872,NA,"pickup",NA,NA,"diesel","automatic",NA
"ford","f-350",2012,26995,151798,NA,"pickup",NA,"silver","diesel","automatic",NA
"jeep","grand cherokee srt 4x4 gas",2012,34999,70127,NA,"SUV",NA,"grey","gas","automatic",NA
"subaru","forester",2017,19950,38442,NA,NA,NA,"red","gas","automatic",NA
"cadillac","srx",2014,0,103441,"good","SUV","full-size","red","gas","automatic",NA
"bmw","540i",1995,10991,180395,NA,"sedan",NA,"blue","gas","manual","8 cylinders"
NA,"international 4300",2005,9500,270235,"good",NA,NA,NA,"diesel","manual",NA
"gmc","acadia",2015,13988,109989,NA,"SUV",NA,"black","gas","automatic",NA
"chevrolet","equinox",2018,16995,87000,NA,"SUV","compact","silver","gas","automatic","4 cylinders"
NA,"INTERNATIONAL MH035",2009,44995,82238,NA,"truck",NA,NA,"diesel","manual",NA
"ford","focus",2009,5000,88000,"excellent","sedan",NA,"white","gas","automatic",NA
"chrysler","pt cruiser touring",2004,2999,140000,"excellent","hatchback","compact","red","gas","automatic",NA
"kia","forte",2010,6800,173000,"like new","sedan","full-size","brown","gas","automatic",NA
"rover","discovery sport",2017,31480,43088,NA,"SUV",NA,"white","gas","automatic","4 cylinders"
"chevrolet","equinox",2014,18,76000,"excellent","SUV","full-size","white","gas","automatic","4 cylinders"
"gmc","acadia",2012,12580,149205,NA,"SUV",NA,"black","gas","automatic","6 cylinders"
"dodge","charger rt",2012,0,75000,"excellent",NA,"full-size","black","gas","automatic","8 cylinders"
"subaru","legacy",2016,19900,49700,"excellent","sedan","compact","white","gas","automatic","4 cylinders"
NA,"PORSCHE CAYENNE",2011,15500,108916,NA,"other",NA,"black","gas","automatic",NA
"ram","1500",2013,19850,123000,"excellent","pickup",NA,"white","gas","automatic","8 cylinders"
"gmc","acadia sle-2",2019,0,21416,"good","other",NA,"white","other","automatic",NA
"toyota","tacoma",2010,15995,181000,"excellent","pickup",NA,"black","gas","automatic",NA
"kia","optima",2013,10500,82628,NA,"sedan",NA,"white","gas","automatic",NA
"chevrolet","malibu",2017,16000,55000,"excellent",NA,NA,"silver","gas","automatic",NA
NA,"Porsche 911",2006,34995,38782,"good","convertible","compact","blue","gas","manual","6 cylinders"
"chevrolet","corvette",1990,12500,25900,"excellent","convertible",NA,"red","gas","automatic","6 cylinders"
"toyota","sienna",2012,10995,167728,"good",NA,NA,"black","gas","automatic","6 cylinders"
"ford","f-150",2007,11900,166000,"excellent","truck","full-size","red","gas","automatic","8 cylinders"
"gmc","envoy",2004,0,261867,NA,"SUV",NA,"silver","gas","automatic",NA
"toyota","camry se",2012,11500,143000,"good",NA,NA,"black","gas","automatic","6 cylinders"
"mazda","mazda3",2018,16499,21331,NA,"sedan",NA,"black","gas","automatic",NA
"ford","expedition max",2018,41982,53533,NA,"other",NA,"black","gas","automatic",NA
"bmw","4 series",2018,29952,37975,NA,"sedan","compact","white","gas","automatic","4 cylinders"
"lincoln","town car signature",1986,4495,102000,"like new","sedan","full-size","white","gas","automatic","8 cylinders"
"ford","fiesta st",2019,15995,28339,"good","hatchback",NA,"black","gas","manual","4 cylinders"
"subaru","forester",2009,8400,149768,NA,NA,NA,"green","gas","automatic","4 cylinders"
"ford","f150",1990,4000,127000,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"gmc","terrain",2019,22995,40976,NA,"other",NA,"red","gas","automatic",NA
"ram","1500 laramie",2019,0,18477,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"toyota","camry se",2013,12795,70000,"excellent","sedan","mid-size","grey","gas","automatic","4 cylinders"
"ford","flex",2013,10995,131848,NA,NA,NA,NA,"gas","automatic",NA
"ford","escape",2019,15500,7953,NA,NA,NA,NA,"gas","automatic",NA
"gmc","terrain",2014,12900,99701,"good","SUV","full-size","grey","gas","automatic","4 cylinders"
"buick","lacrosse",2008,0,107807,"excellent","sedan",NA,"custom","gas","automatic","6 cylinders"
"ford","f-150",2020,0,14261,NA,"truck",NA,NA,"gas","automatic","6 cylinders"
"gmc","acadia",2018,24995,25776,"excellent","SUV","full-size","blue","gas","automatic","6 cylinders"
"chevrolet","express cargo van",2011,13160,113793,"good","van","mid-size","white","gas","automatic","8 cylinders"
"chevrolet","silverado ltz crew ca",2014,31998,111361,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"ram","1500",2015,29495,95762,NA,"truck",NA,"black","diesel","automatic","6 cylinders"
"mercedes-benz","m-class",2011,14998,96361,NA,"SUV","mid-size","black","gas","automatic","6 cylinders"
"ford","f-150",2013,19890,115232,"excellent","pickup",NA,"white","gas","automatic",NA
NA,"porsche cayenne s",2006,10300,116000,"excellent","SUV","full-size","blue","gas","automatic","8 cylinders"
"chevrolet","camaro",2017,18988,68700,"like new",NA,NA,NA,"gas","manual",NA
"chevrolet","silverado",2006,14995,124793,NA,"pickup",NA,"blue","gas","automatic",NA
"jeep","wrangler",2017,46850,37024,NA,"SUV",NA,"white","gas","automatic",NA
"mazda","5",2014,8900,64757,"excellent",NA,NA,"black","gas","automatic","4 cylinders"
"toyota","camry le 5-spd at",2009,6780,115215,NA,"sedan",NA,NA,NA,"automatic",NA
"ford","fusion",2016,11995,70181,"excellent","sedan","mid-size","grey","gas","automatic","4 cylinders"
"toyota","camry hybrid",2015,16850,53000,"like new","sedan","mid-size","white","hybrid","automatic","4 cylinders"
"ford","focus",2013,5995,113323,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","suburban",2013,16995,139877,NA,"SUV",NA,"white","other","automatic",NA
"nissan","leaf",2017,9900,33647,NA,"hatchback",NA,NA,"other","automatic",NA
"honda","element",2003,6900,161656,NA,"SUV",NA,"orange","gas","automatic","4 cylinders"
"lexus","ls 400 luxury sdn",1994,1500,140000,NA,"sedan",NA,"brown","gas","automatic","8 cylinders"
"chevrolet","venture lt",2002,3995,67000,"like new","mini-van","mid-size","brown","gas","automatic","6 cylinders"
"toyota","sienna",2011,7600,249260,"excellent","van","full-size","silver","gas","automatic","6 cylinders"
"lexus","ls 430",2006,8995,172754,"excellent","sedan","compact","white","gas","automatic","8 cylinders"
"ram","1500 quad cab tradesman",2017,507,9665,"good","pickup",NA,NA,"other","other","6 cylinders"
"jeep","lifted wrangler unlimited",2017,37999,22182,NA,"SUV",NA,"black","gas","automatic",NA
"toyota","4runner",1998,12000,191000,"good","SUV","full-size","blue","gas","automatic","6 cylinders"
"chevrolet","impala",2011,5990,128041,"excellent","sedan",NA,"white","gas","automatic","6 cylinders"
"dodge","grand caravan",2019,0,69995,"excellent","mini-van",NA,NA,"gas","automatic","6 cylinders"
"chevrolet","camaro",2015,20877,66870,NA,"convertible",NA,"black","gas","automatic","6 cylinders"
"mercury","sable ls",2005,2000,160000,NA,NA,NA,NA,"gas","automatic",NA
"honda","civic sdn",2010,0,172206,"excellent","sedan",NA,"silver","gas","automatic",NA
"ford","e350 van xl super duty",2003,5000,146266,NA,NA,NA,"brown","gas","automatic",NA
"ford","crown victoria",2011,5800,113000,"excellent","sedan","full-size","white","gas","automatic","8 cylinders"
"mazda","6",2010,4500,155000,"good","sedan","full-size","white","gas","automatic","4 cylinders"
"chevrolet","monte carlo",1998,1900,142300,"good","coupe","mid-size","blue","gas","automatic","6 cylinders"
"jaguar","f-type",2017,62450,39000,"excellent","coupe",NA,"silver","gas","automatic","8 cylinders"
"subaru","outback 2.5i premium awd",2013,7500,154468,"like new","SUV","full-size","white","gas","automatic","4 cylinders"
"jeep","wrangler unlimited",2013,21480,140018,NA,"SUV",NA,"black","gas","manual","6 cylinders"
"infiniti","g37",2013,13500,68732,"excellent",NA,NA,"black","gas","automatic","6 cylinders"
"ford","mustang gt premium coupe 2d",2015,30990,8975,"good","coupe",NA,"silver","gas","automatic","8 cylinders"
"nissan","maxima",2010,3500,160330,"fair","sedan","full-size","grey","gas","automatic","6 cylinders"
"chevrolet","impala",2009,3800,132901,NA,"sedan",NA,NA,"gas","automatic","6 cylinders"
"honda","accord sedan sport",2017,0,42574,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"toyota","rav4 le sport utility 4d",2015,18990,19540,"good","SUV",NA,"white","gas","other",NA
"ford","f150 lariat 4x4",2006,13488,70897,NA,"other",NA,NA,"gas","automatic",NA
"dodge","journey",2017,16997,43579,"like new","SUV","mid-size",NA,"gas","automatic","6 cylinders"
"dodge","grand caravan sport",2003,4999,182958,"excellent","van",NA,NA,"gas","automatic","6 cylinders"
"volkswagen","golf tdi",2011,10995,55000,"excellent","hatchback",NA,"blue","diesel","automatic","4 cylinders"
"ford","mustang",2016,0,49351,"excellent","coupe","sub-compact",NA,"gas","automatic","4 cylinders"
"nissan","sentra",2017,500,58000,"excellent","sedan","mid-size","black","gas","automatic","4 cylinders"
"ford","f-250 4x4 crew-cab service utility truck",2011,24900,63505,NA,NA,NA,"blue","gas","automatic","8 cylinders"
"toyota","corolla",2018,14995,26704,NA,"sedan",NA,NA,"gas","automatic",NA
"chevrolet","traverse",2017,26950,42697,"excellent","SUV","mid-size","red","gas","automatic","6 cylinders"
"pontiac","bonneville sle",2004,2495,190000,"good","sedan","full-size","red","gas","automatic","6 cylinders"
"volkswagen","jetta",2017,12888,15239,NA,"other",NA,"black","gas","automatic",NA
"dodge","grand caravan",2011,5990,163897,"excellent","mini-van",NA,"white","gas","automatic","6 cylinders"
"cadillac","escalade esv",2010,15999,185717,NA,"SUV",NA,NA,"gas","automatic","8 cylinders"
"ford","c-max energi",2016,14473,36149,NA,"hatchback",NA,"grey",NA,"automatic","4 cylinders"
